logFC	AveExpr	t	P.Value	adj.P.Val	B	ENSEMBL	contrast	direction
-0.7215438910768734	1.1640762656866297	-6.094787272996207	7.960092621593942e-5	0.12320448540808326	1.4697847812312803	ENSG00000233611	CBD_vs_Mock	Down
-1.254373188205177	0.7900298274399059	-5.896493401229907	1.057247966700726e-4	0.12320448540808326	1.2554905509128158	ENSG00000291314	CBD_vs_Mock	Down
-0.7543557362785596	1.1866303985306201	-5.860849880387786	1.1132240504327959e-4	0.12320448540808326	1.2162304828937458	ENSG00000259768	CBD_vs_Mock	Down
0.8404895991076009	1.5109065042132606	5.838534112097316	1.1498717304238641e-4	0.12320448540808326	1.1915347713026856	ENSG00000290459	CBD_vs_Mock	Up
0.6585878303060766	1.0224572769275755	5.594385580350551	1.6463539945240735e-4	0.12320448540808326	0.9154862455896842	ENSG00000248099	CBD_vs_Mock	Up
-1.1184244038945674	0.711851158694307	-5.549858780707329	1.7593130208250074e-4	0.12320448540808326	0.8639757459098938	ENSG00000233266	CBD_vs_Mock	Down
-1.162212832952016	2.8012461410301825	-5.351913244598828	2.3710353860571004e-4	0.12320448540808326	0.630595008211186	ENSG00000151014	CBD_vs_Mock	Down
-0.9080040036165498	4.3929000475144875	-5.246677602580206	2.784962402174053e-4	0.12320448540808326	0.5035924803963301	ENSG00000127191	CBD_vs_Mock	Down
-1.0556874048840728	3.0576413288893702	-5.19500887386502	3.0156440175216917e-4	0.12320448540808326	0.44049107459618053	ENSG00000146049	CBD_vs_Mock	Down
-0.6117676168839703	0.8919217442713419	-5.109029905565691	3.445529776569584e-4	0.12320448540808326	0.33439928101362604	ENSG00000232729	CBD_vs_Mock	Down
-0.6201716076390333	3.79004587071414	-5.0572422305090905	3.735394659012576e-4	0.12320448540808326	0.26984145824223127	ENSG00000143793	CBD_vs_Mock	Down
-0.5656201486437427	0.8719155652844438	-4.9715547245934415	4.2731009758058557e-4	0.12320448540808326	0.1619441501067449	ENSG00000274026	CBD_vs_Mock	Down
-0.6558541681006073	0.8002304324864244	-4.970668479591458	4.2790720627083683e-4	0.12320448540808326	0.16082116935302437	ENSG00000057593	CBD_vs_Mock	Down
0.9580885251280802	3.16800253985761	4.955302113882449	4.384017235955001e-4	0.12320448540808326	0.14132727293013936	ENSG00000167363	CBD_vs_Mock	Up
-0.7381268298996932	4.132468574425582	-4.954486728159976	4.3896613971156886e-4	0.12320448540808326	0.14029166203081278	ENSG00000101246	CBD_vs_Mock	Down
-0.6014296668763466	5.051621203944433	-4.9531110294269745	4.3992015010026436e-4	0.12320448540808326	0.13854412937903593	ENSG00000100266	CBD_vs_Mock	Down
-0.5250635561235599	1.3988400466365951	-4.913169444683648	4.685957754049283e-4	0.12320448540808326	0.08765616743385518	ENSG00000203772	CBD_vs_Mock	Down
-0.6946597500439835	2.7949235218967874	-4.8700226899293515	5.018031255145544e-4	0.12320448540808326	0.032357853675994086	ENSG00000143322	CBD_vs_Mock	Down
0.56625396227923	1.49711245549554	4.846998565867582	5.2053172010024e-4	0.12320448540808326	0.0027108212249382646	ENSG00000179104	CBD_vs_Mock	Up
-0.6587696749885694	2.031117451411371	-4.837621520221247	5.283694539914415e-4	0.12320448540808326	-0.009391119499755796	ENSG00000279800	CBD_vs_Mock	Down
-0.551123184827297	2.4092819523456943	-4.821684807462734	5.419770475718462e-4	0.12320448540808326	-0.029995489277100162	ENSG00000254685	CBD_vs_Mock	Down
-1.247196693840903	1.7743821773572075	-4.8158750883616595	5.470292260405889e-4	0.12320448540808326	-0.03751824461975328	ENSG00000285588	CBD_vs_Mock	Down
-0.6019374972990796	3.095862377435328	-4.785724477337692	5.740583339893315e-4	0.12320448540808326	-0.07665704489189018	ENSG00000158234	CBD_vs_Mock	Down
-0.5790842006756771	1.650012579651225	-4.777784961735903	5.814076677230493e-4	0.12320448540808326	-0.08699072585172196	ENSG00000138759	CBD_vs_Mock	Down
-0.555168682976226	0.950210705354562	-4.77142891605493	5.87362719994803e-4	0.12320448540808326	-0.0952716375622984	ENSG00000157388	CBD_vs_Mock	Down
0.9480324631036412	4.539676857251922	4.749969652368637	6.079477240187668e-4	0.12320448540808326	-0.12328341342227844	ENSG00000100196	CBD_vs_Mock	Up
0.3829879804919003	1.8264438528484574	4.741243995733486	6.165341087199022e-4	0.12320448540808326	-0.1346971232264842	ENSG00000112874	CBD_vs_Mock	Up
-0.8099009820750471	1.5819104138659659	-4.734824825949463	6.229323627264265e-4	0.12320448540808326	-0.1431025410049136	ENSG00000133121	CBD_vs_Mock	Down
-0.6814461972026766	2.293528115545232	-4.72810641320345	6.297038761870131e-4	0.12320448540808326	-0.15190772232964012	ENSG00000265458	CBD_vs_Mock	Down
-0.8577172060037741	5.393101222366658	-4.725878681476463	6.31966302112761e-4	0.12320448540808326	-0.15482918635320342	ENSG00000136527	CBD_vs_Mock	Down
