logFC	AveExpr	t	P.Value	adj.P.Val	B	ENSEMBL	contrast	direction
1.753536123392373	1.6901049144977667	13.695754308055461	3.1250471622056404e-8	9.27254559865017e-6	9.571660837236067	ENSG00000143217	Merge_vs_Mock	Up
1.8157614498089962	2.6008670827287017	13.503381340444754	3.6193580711110124e-8	1.0163933040409246e-5	9.427591554286849	ENSG00000196208	Merge_vs_Mock	Up
1.9286834342062762	1.1641012591436442	13.010569910415148	5.3185310574289836e-8	1.1577510343771022e-5	9.048331137547382	ENSG00000168824	Merge_vs_Mock	Up
1.5207893669203614	1.8303112349437083	12.961875286659481	5.5285788050781896e-8	1.1614495506071168e-5	9.010037681314845	ENSG00000198753	Merge_vs_Mock	Up
1.2771616473149714	3.8802674859463133	12.433357079400288	8.489501612049451e-8	1.60850484760349e-5	8.584530262450551	ENSG00000065357	Merge_vs_Mock	Up
1.532806788108204	3.0860874085874275	11.809505930401611	1.4385012274249815e-7	2.308354112498496e-5	8.057831877371154	ENSG00000248583	Merge_vs_Mock	Up
1.3793600804317256	1.759614321941346	11.79686287673751	1.4543188419640339e-7	2.3101634453258987e-5	8.04687100998024	ENSG00000185404	Merge_vs_Mock	Up
5.3805319194697	3.562467134090359	11.415466176046639	2.0325447687458646e-7	2.923724817330329e-5	7.7106367722767395	ENSG00000199334	Merge_vs_Mock	Up
1.5931929231297333	3.9605970351242092	11.408560001641241	2.0450828558205277e-7	2.923724817330329e-5	7.704447081629031	ENSG00000279208	Merge_vs_Mock	Up
1.6337625628939438	7.934385432088855	11.360019969966817	2.1356089600633793e-7	3.0256384239600633e-5	7.66083932723191	ENSG00000233276	Merge_vs_Mock	Up
1.2295309286736913	3.86074249052628	11.251703835127435	2.3536779422842627e-7	3.2186034191619405e-5	7.562871421556322	ENSG00000164938	Merge_vs_Mock	Up
1.1675830018237408	4.027069296184514	11.17407815679024	2.5247724112535616e-7	3.336518566333908e-5	7.4920973128303565	ENSG00000124201	Merge_vs_Mock	Up
1.1444347355949533	0.7305606465078228	11.151662202343052	2.576654163747045e-7	3.3577713858770585e-5	7.471571397753008	ENSG00000162511	Merge_vs_Mock	Up
1.4365769003632654	1.3652121144039904	11.118708683421737	2.655035058100998e-7	3.4223837150570735e-5	7.441324009390067	ENSG00000136842	Merge_vs_Mock	Up
1.9057350359940273	2.322273182886291	10.894268276789077	3.262786568902544e-7	4.104846526604913e-5	7.232994927506294	ENSG00000069812	Merge_vs_Mock	Up
1.5705462147071207	3.154029894759264	10.78962798272872	3.5963249730052507e-7	4.4204556168351966e-5	7.13446210647713	ENSG00000136114	Merge_vs_Mock	Up
1.1448384853378895	0.6801670191524822	10.491245455089125	4.7677550407448126e-7	5.4562580193404304e-5	6.848458943349652	ENSG00000182175	Merge_vs_Mock	Up
2.0077468773688065	2.5688404549437576	10.464346544817671	4.892104672052656e-7	5.4562580193404304e-5	6.822302804528601	ENSG00000132517	Merge_vs_Mock	Up
1.3771300570502032	0.8541290674842158	10.399763343939648	5.205241287333497e-7	5.688840088332713e-5	6.759246719461689	ENSG00000091592	Merge_vs_Mock	Up
1.3067602416030772	3.6859653030028716	10.369970611991215	5.356952471032224e-7	5.770098257496764e-5	6.730035872255279	ENSG00000105939	Merge_vs_Mock	Up
2.1572693446872946	2.9320458855250027	9.822546563980074	9.196258856874068e-7	8.359558773595467e-5	6.179139137625635	ENSG00000138646	Merge_vs_Mock	Up
5.505219722919568	3.4247525177102442	9.788742105600752	9.515945614064011e-7	8.495897464566075e-5	6.144215923922712	ENSG00000199352	Merge_vs_Mock	Up
