logFC	AveExpr	t	P.Value	adj.P.Val	B	ENSEMBL_ID	contrast	direction	SYMBOL	ENTREZID	GENENAME
3.55117138771209	3.2445251877376435	20.344063275317552	4.797094548370285e-10	2.532205999741488e-6	13.295093570317494	ENSG00000157456	CBD_vs_Eto	Up	CCNB2	9133	cyclin B2
3.473479811396877	2.3859438960932895	20.116268813484055	5.410269848189319e-10	2.532205999741488e-6	13.19424733292393	ENSG00000117650	CBD_vs_Eto	Up	NEK2	4751	NIMA related kinase 2
2.6773257412329734	2.2383790072136014	19.4984060929308	7.547426437429313e-10	2.532205999741488e-6	12.912552263567349	ENSG00000145386	CBD_vs_Eto	Up	CCNA2	890	cyclin A2
3.428840135989601	4.587529551673607	19.139004005258048	9.202629205529264e-10	2.532205999741488e-6	12.743001366183329	ENSG00000131747	CBD_vs_Eto	Up	TOP2A	7153	DNA topoisomerase II alpha
3.1062757869640385	2.688711838039827	19.13702132443386	9.212790813228774e-10	2.532205999741488e-6	12.742054052979821	ENSG00000115163	CBD_vs_Eto	Up	CENPA	1058	centromere protein A
3.508058006741398	3.0057316708258517	18.985010037544413	1.0029482426759222e-9	2.532205999741488e-6	12.669026704951094	ENSG00000166851	CBD_vs_Eto	Up	PLK1	5347	polo like kinase 1
2.893319593602096	2.4531056986157465	18.77793831902947	1.1271424391574727e-9	2.532205999741488e-6	12.568271740709715	ENSG00000169679	CBD_vs_Eto	Up	BUB1	699	BUB1 mitotic checkpoint serine/threonine kinase
3.1289949952367744	3.264634740284242	18.490636501644047	1.3280195829245075e-9	2.6105544951338505e-6	12.425991362696873	ENSG00000198901	CBD_vs_Eto	Up	PRC1	9055	protein regulator of cytokinesis 1
3.7932292501939457	3.0211101830195877	18.13342436976155	1.6339214377431106e-9	2.7030841323393083e-6	12.244946287502387	ENSG00000089685	CBD_vs_Eto	Up	BIRC5	332	baculoviral IAP repeat containing 5
2.366447126480578	3.0382578793199744	18.047085088877232	1.7188631135312911e-9	2.7030841323393083e-6	12.200481731281965	ENSG00000138180	CBD_vs_Eto	Up	CEP55	55165	centrosomal protein 55
2.9356195601751147	1.9291604090592611	17.675768321155278	2.1430949190556243e-9	3.06384642700625e-6	12.006040825574544	ENSG00000143228	CBD_vs_Eto	Up	NUF2	83540	NUF2 component of NDC80 kinetochore complex
3.297520197509397	2.211896659593864	17.436896504700574	2.4755596739474275e-9	3.244220952708104e-6	11.878135457667057	ENSG00000126787	CBD_vs_Eto	Up	DLGAP5	9787	DLG associated protein 5
2.689647890423923	2.0122176173488997	17.162314880147598	2.9286555507118674e-9	3.542772091576525e-6	11.728301470764297	ENSG00000237649	CBD_vs_Eto	Up	KIFC1	3833	kinesin family member C1
3.2956263562378023	2.725880132876136	16.228397769611455	5.288878257935381e-9	5.940921391735128e-6	11.195085458186831	ENSG00000068489	CBD_vs_Eto	Up	PRR11	55771	proline rich 11
2.030154061381649	1.374241164016085	16.00098124241678	6.136848168742814e-9	6.133265743499169e-6	11.059446187821358	ENSG00000118193	CBD_vs_Eto	Up	KIF14	9928	kinesin family member 14
-1.7374368018739303	0.43435920046848253	-15.975642797153315	6.2401279343753476e-9	6.133265743499169e-6	11.04418706604627	ENSG00000252774	CBD_vs_Eto	Down	LOC124900364	124900364	small nucleolar RNA SNORA48
3.520915631102226	3.403924134663572	15.511502001385463	8.508916933730553e-9	7.871248688226275e-6	10.75935138158064	ENSG00000178999	CBD_vs_Eto	Up	AURKB	9212	aurora kinase B
2.2223998074212736	1.6529265388138636	14.837080969760809	1.3562097020047479e-8	1.0652327825080982e-5	10.326712288772509	ENSG00000158402	CBD_vs_Eto	Up	CDC25C	995	cell division cycle 25C
2.5352952202030403	2.0392476537178834	14.636444246159092	1.5637976341007424e-8	1.0652327825080982e-5	10.19350480448093	ENSG00000090889	CBD_vs_Eto	Up	KIF4A	24137	kinesin family member 4A
2.950252588404131	2.183479108114601	14.532106265297584	1.685204050222454e-8	1.0652327825080982e-5	10.123387355775435	ENSG00000142945	CBD_vs_Eto	Up	KIF2C	11004	kinesin family member 2C
2.725266702587649	2.161694926916503	14.528589560130737	1.6894706426483474e-8	1.0652327825080982e-5	10.121013864709251	ENSG00000265415	CBD_vs_Eto	Up	NA	NA	NA
3.787312084078712	2.7130722451629206	14.51206869191524	1.7096721173782975e-8	1.0652327825080982e-5	10.10985468548968	ENSG00000135451	CBD_vs_Eto	Up	TROAP	10024	trophinin associated protein
2.3136106393283162	2.5066015111241318	14.491332891797184	1.735399985624067e-8	1.0652327825080982e-5	10.095827614601248	ENSG00000100162	CBD_vs_Eto	Up	CENPM	79019	centromere protein M
3.2166287081750706	3.137024922393382	14.442680713760666	1.797432451961528e-8	1.0652327825080982e-5	10.06282454173748	ENSG00000168078	CBD_vs_Eto	Up	PBK	55872	PDZ binding kinase
3.066193757614928	3.557952998335671	14.418022536282914	1.8297890177128533e-8	1.0652327825080982e-5	10.04604856060648	ENSG00000170312	CBD_vs_Eto	Up	CDK1	983	cyclin dependent kinase 1
1.9163824244465206	3.084481852948026	14.38072463816276	1.8799408212349164e-8	1.0652327825080982e-5	10.020610135075522	ENSG00000153044	CBD_vs_Eto	Up	CENPH	64946	centromere protein H
4.125476763165847	3.7466486627976257	14.364129819416291	1.9027332544921172e-8	1.0652327825080982e-5	10.009267409155502	ENSG00000175063	CBD_vs_Eto	Up	UBE2C	11065	ubiquitin conjugating enzyme E2 C
2.096648247022749	1.8921229316531736	14.360864935613993	1.907252726731377e-8	1.0652327825080982e-5	10.007034048180515	ENSG00000263513	CBD_vs_Eto	Up	FAM72C	554282	family with sequence similarity 72 member C
2.37291922091899	1.7667551529854524	14.29152548871781	2.0060455648783544e-8	1.0652327825080982e-5	9.959463371206649	ENSG00000121211	CBD_vs_Eto	Up	MND1	84057	meiotic nuclear divisions 1
2.3611191561878817	1.7525626204310987	14.273848726373645	2.0321113744908395e-8	1.0652327825080982e-5	9.947293630303768	ENSG00000129810	CBD_vs_Eto	Up	SGO1	151648	shugoshin 1
